show_id,type,title,directors,num_directors,cast_members,num_cast,genres,num_genres,primary_genre,release_year,date_added,rating,rating_category,duration_value,duration_unit,countries,description
s2491,Movie,The Married Couples,Hassan AbdulSalam,1,"Samir Ghanem, George Sidhum, Sherine, Nagah El-Mogui",4,"Comedies, International Movies, Romantic Movies",3,Comedies,1981,2020-05-21,TV-14,not rated,195.0,min,Egypt,"Hailing from different classes, a young man and his wife try to find their version of happily married when both yearn to leave their old lives behind."
s2492,Movie,The School of Mischief,Houssam El-Din Mustafa,1,"Suhair El-Babili, Adel Emam, Saeed Saleh, Younes Shalabi, Hadi El-Gayyar, Ahmad Zaki, Hassan Moustafa",7,"Comedies, Dramas, International Movies",3,Comedies,1973,2020-05-21,TV-14,not rated,253.0,min,Egypt,A high school teacher volunteers to transform five notorious misfits into model students — and has unintended results.
s2493,Movie,The Witness Who Didn't See Anything,"Muhammad Fadl, Hany Motawie",2,"Adel Imam, Nahed Gabr, Omar El-Hariri, Nazim Sharawy, Badr Nofal, Saeed Tarabeek, Hala Fakher, Samir Waley Eldein, Sami Gawhar, Shawqi Shamekh, Nasr Seif",11,"Comedies, International Movies",2,Comedies,1976,2020-05-21,TV-PG,teens,157.0,min,Egypt,"Pressured by cops into testifying as an eyewitness to a neighbor's murder, a children's TV host takes on a new persona after the trial."
s2494,Movie,Anchor Baby,Lonzo Nzekwe,1,"Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius",5,"Dramas, International Movies",2,Dramas,2010,2020-05-20,TV-MA,adults,97.0,min,"Canada, Nigeria",A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.
s2495,Movie,Ben Platt Live from Radio City Music Hall,"Alex Timbers, Sam Wrench",2,Ben Platt,1,Music & Musicals,1,Music & Musicals,2020,2020-05-20,TV-PG,teens,85.0,min,United States,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage —numbers from his debut LP, ""Sing to Me Instead.”"
s2496,TV Show,Especial 20 años Fútbol de Primera,unknown,0,unknown,0,"Docuseries, International TV Shows, Spanish-Language TV Shows",3,Docuseries,2020,2020-05-20,TV-14,not rated,1.0,season,unknown,"Revisit the emotional bouts and memorable highlights from the past two decades in this special celebrating esteemed TV show ""Fútbol de Primera."""
s2497,Movie,Honeytrap,Rebecca Johnson,1,"Jessica Sula, Lucien Laviscount, Ntonga Mwanza, Naomi Ryan, Danielle Vitalis, Lauren Johns, Tosin Cole, Savannah Gordon-Liburd, Modupe Adeyeye",9,"Dramas, Independent Movies",2,Dramas,2014,2020-05-20,TV-MA,adults,94.0,min,United Kingdom,"New to London, a naive and desperate teenager tries to fit in but instead becomes tragically implicated in a merciless world of gang violence."
s2498,Movie,I Will Follow,Ava DuVernay,1,"Salli Richardson-Whitfield, Michole Briana White, Omari Hardwick, Tracie Thoms, Dijon Talton, Damone Roberts, Blair Underwood, Beverly Todd",8,"Dramas, Independent Movies, Romantic Movies",3,Dramas,2010,2020-05-20,TV-14,not rated,80.0,min,United States,"Devastated after her aunt dies, Maye moves out of the home they shared and copes with her grief, yet finds comfort in the kindness of other mourners."
s2499,Movie,Mutiny of the Worker Bees,Carlos Morett,1,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, César Rodríguez, Fernando Becerril, Anna Carreiro, Carlos Macías, José Sefami, Raquel Garza",10,"Comedies, International Movies",2,Comedies,2020,2020-05-20,TV-MA,adults,94.0,min,Mexico,"When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses."
s2500,TV Show,The Queen and the Conqueror,unknown,0,"Essined Aponte, Emmanuel Esparza, Kepa Amuchastegui, Manuel Navarro, Aroha Hafez, Ilenia Antonini, Alejandro Rodríguez, Cristina Warner, Juliette Arrieta, Fernando Campo, Camilo Jiménez, Jairo Camargo, Adelaida Buscato",13,"International TV Shows, Spanish-Language TV Shows, TV Dramas",3,International TV Shows,2020,2020-05-20,TV-14,not rated,1.0,season,Colombia,"Years after Spanish conquistador Pedro de Heredia betrayed her people and broke her heart, indigenous woman Catalina reenters his life to get revenge."
s2501,Movie,What Are the Odds?,Megha Ramaswamy,1,"Yashaswini Dayama, Karanvir Malhotra, Abhay Deol, Priyanka Bose, Monica Dogra, Sulabha Arya, Manu Rishi Chadha, Ananya Melkote",8,"Comedies, Dramas, Independent Movies",3,Comedies,2020,2020-05-20,TV-MA,adults,92.0,min,India,"When two unlikely friends play hooky from school, accidental encounters and otherworldly events turn their day into a whimsical coming-of-age journey."
s2502,Movie,Either Me Or My Auntie,Saeed Hamed,1,"Mohamed Henedi, Donia Samir Ghanim, Hassan Hosny, Fadia Abdel Ghany, Alaa Morsy, Lotfy Labib, Nabil Issa, Hatem Jamel, Alaa Zinhom, Hala Sarhan",10,"Comedies, International Movies",2,Comedies,2006,2020-05-19,TV-PG,teens,105.0,min,Egypt,"A musician's marriage proposal to his girlfriend is denied by her mother, whose affinity for magic begins to meddle in their relationship even more."
s2503,Movie,Escaping Tel Aviv,Sherif Arafa,1,"Karim Abdel Aziz, Mona Zaki, Sherif Mounir, Entsar, Salem Klass, Sabri Abdulmonem, Kinda Alloush, Yasser Ali Maher, Kamal Suliman, Jerjes Jbara",10,"Action & Adventure, International Movies",2,Action & Adventure,2009,2020-05-19,TV-14,not rated,120.0,min,Egypt,"After her husband reveals he's an undercover Mossad agent, an Egyptian woman and their children are taken to Israel, prompting an urgent rescue mission."
s2504,Movie,Game Over,Ahmed Al-Badry,1,"Yousra, Mai Ezz El-Din, Ezzat Abou Aouf, Mohamed Nour",4,"Comedies, International Movies, Romantic Movies",3,Comedies,2012,2020-05-19,TV-14,not rated,96.0,min,Egypt,A woman ends up working at the same nightclub as her son’s girlfriend — who she doesn’t like — and tries to break up their relationship.
s2505,Movie,Karkar,Ali Ragab,1,"Mohamed Saad, Hassan Hosny, Ragaa Al-Geddawy, Yasmin Abdulaziz, Alaa Morsy",5,"Comedies, International Movies",2,Comedies,2007,2020-05-19,TV-14,not rated,107.0,min,Egypt,"After electrocution leaves a wealthy man brain-damaged, his money-hungry aunt and uncle try to con him by marrying him off to a fake relative."
s2506,Movie,My Sleeping Lover,Ahmad El-Badri,1,"Mai Ezz El-Din, Khaled Abol Naga, Hassan Hosny, Marwa Abdel Monem, Moustafa Haridy, Nahla Zaki, Ezzat Abou Aouf, Reda Hamed, Muhammad Qishta",9,"Comedies, International Movies",2,Comedies,2008,2020-05-19,TV-PG,teens,93.0,min,Egypt,"After undergoing hypnosis, Ramez finally meets the woman of his dreams — but his vision of her appearance doesn't quite match up with reality."
s2507,Movie,Omar & Salma 2,Ahmad El-Badri,1,"Tamer Hosny, Mai Ezz El-Din, Ezzat Abou Aouf, Marwa Abdel Monem, Hussien Elgohary, Mirhan, Maysara",7,"Comedies, International Movies",2,Comedies,2009,2020-05-19,TV-14,not rated,101.0,min,Egypt,"Now parents, Omar and Salma hit some obstacles while raising their two children and staying in love after the honeymoon ends."
s2508,TV Show,Patton Oswalt: I Love Everything,Marcus Raboy,1,"Patton Oswalt, Bob Rubin",2,"Stand-Up Comedy & Talk Shows, TV Comedies",2,Stand-Up Comedy & Talk Shows,2020,2020-05-19,TV-MA,adults,1.0,season,United States,Turning 50. Finding love again. Buying a house. Experiencing existential dread at Denny's. Life comes at Patton Oswalt fast in this stand-up special.
s2509,TV Show,Sweet Magnolias,unknown,0,"JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Chris Klein, Justin Bruening, Logan Allen, Anneliese Judge, Carson Rowland, Jamie Lynn Spears, Dion Johnstone",10,"Romantic TV Shows, TV Dramas",2,Romantic TV Shows,2020,2020-05-19,TV-14,not rated,1.0,season,United States,"Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity."
s2510,Movie,Tarek's Situation,Wael Ehsan,1,"Ahmed Helmy, Nour, Majdi Kamel, Khaled El Sawy, Mais Hamdan, Moataza Abdel Sabour, Youssef Dawood, Youssef Fawzy, Mohamed Sharaf, Osama Munir",10,"Comedies, International Movies, Romantic Movies",3,Comedies,2006,2020-05-19,TV-14,not rated,110.0,min,Egypt,"Asked by his boss to share a woman's personal information, a mobile phone sales rep falls in love with the target whose data he's stealing."
s2511,Movie,The Beach Loafer,Ali Ragab,1,"Ahmed Helmy, Yasmin Abdulaziz, Mahmoud Abdel Moghny, Lotfy Labib, Soad Nasr, Rico, Ahmed Rateb, Youssef Eid",8,"Comedies, International Movies",2,Comedies,2004,2020-05-19,TV-14,not rated,112.0,min,Egypt,"A wedding singer and his friends try to prove his innocence after he's accused of murder, a situation threatening his own marriage plans."
s2512,Movie,Wadjda,Haifaa Al-Mansour,1,"Reem Abdullah, Waad Mohammed, Abdullrahman Al Gohani, Ahd, Sultan Al Assaf, Alanoud Sajini, Rafa Al Sanea, Dana Abdullilah",8,"Dramas, Independent Movies, International Movies",3,Dramas,2012,2020-05-19,PG,teens,93.0,min,"Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, United States",A persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. But it's going to take some ingenuity to get one.
s2513,Movie,Zaki Chan,Wael Ihsan,1,"Ahmed Helmy, Yasmin Abdulaziz, Hassan Hosny, Hasan Kami",4,"Comedies, International Movies, Romantic Movies",3,Comedies,2005,2020-05-19,TV-PG,teens,109.0,min,Egypt,An unqualified young man has his work cut out for him when he is hired as a rich girl’s bodyguard to keep her from the boyfriend her dad disapproves of.
s2514,Movie,Light in the Dark,Ekene Som Mekwunye,1,"Rita Dominic, Joke Silva, Ngozi Nwosu, Kiki Omeili, Kalu Ikeagwu, Emmanuel Essien, Saidi Balogun",7,"Dramas, International Movies",2,Dramas,2019,2020-05-18,TV-14,not rated,105.0,min,Nigeria,A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.
s2515,TV Show,The Big Flower Fight,unknown,0,"Natasia Demetriou, Vic Reeves, Kristen Griffith-Vanderyacht",3,"British TV Shows, International TV Shows, Reality TV",3,British TV Shows,2020,2020-05-18,TV-PG,teens,1.0,season,United Kingdom,"Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures."
s2516,TV Show,Patriot Act with Hasan Minhaj,unknown,0,Hasan Minhaj,1,"Stand-Up Comedy & Talk Shows, TV Comedies",2,Stand-Up Comedy & Talk Shows,2020,2020-05-17,TV-MA,adults,6.0,seasons,United States,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series."
s2517,Movie,The End,Mohammed Alhmly,1,"Mohamed El Hemaly, Abdulla Al-khudr, Ghadeer Zayid, Heba El Dorry, Abdulaziz Al-mesallam, Meshal Al-farhan, Meshal Al-Mujibel, Ibrahim Al-Sheikhly, Souad al-Husseini, Soliman Elyassin",10,"Action & Adventure, Comedies, International Movies",3,Action & Adventure,2019,2020-05-17,TV-MA,adults,97.0,min,Kuwait,"A wrongly accused man is pursued by a dogged investigator in this action-comedy featuring car chases, dark humor and more than a few vampires."
s2518,TV Show,Boys Over Flowers,unknown,0,"Ku Hye-sun, Lee Min-ho, Kim Hyun-joong, Kim Bum, Kim Joon, Kim So-eun, Lee Hye-yeong, Park Ji-bin, Lim Ye-jin, Jeong Ho-bin",10,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International TV Shows,2009,2020-05-16,TV-14,not rated,1.0,season,South Korea,Unassuming high school girl Jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique.
s2519,TV Show,Iris,unknown,0,"Lee Byung-hun, Kim Tae-hee, Jeong Jun-ho, Kim Young-chul, Kim Seung-woo, Kim So-yeon, Yun Ju-sang, Lee Jeong-kil",8,"International TV Shows, Korean TV Shows, TV Action & Adventure",3,International TV Shows,2009,2020-05-16,TV-14,not rated,1.0,season,South Korea,Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.
s2520,TV Show,Avatar: The Last Airbender,unknown,0,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker, Dante Basco, Jessie Flower, Mako Iwamatsu",7,"Classic & Cult TV, Kids' TV, TV Action & Adventure",3,Classic & Cult TV,2007,2020-05-15,TV-Y7,kids,3.0,seasons,United States,"Siblings Katara and Sokka wake young Aang from a long hibernation and learn he's an Avatar, whose air-bending powers can defeat the evil Fire Nation."
s2521,Movie,Heaven Without People,Lucien Bourjeily,1,"Farah Shaer, Jean Paul Hage, Samira Sarkis, Jenny Gebara, Laeticia Semaan, Nadim Abou Samra, Hussein Hijazi, Ghassan Chemali",8,"Dramas, International Movies",2,Dramas,2017,2020-05-15,TV-MA,adults,91.0,min,Lebanon,"From long resentments to deep secrets, an overdue family reunion erupts with drama when the matriarch makes a disturbing discovery."
s2522,Movie,"I love you, stupid",Laura Mañá,1,"Quim Gutiérrez, Natalia Tena, Alfonso Bassave, Alba Ribas, Patricia Vico, Ernesto Alterio",6,"Comedies, International Movies, Romantic Movies",3,Comedies,2019,2020-05-15,TV-MA,adults,88.0,min,Spain,"After Marcos is dumped by his girlfriend, he attempts to reinvent himself as a modern man with the help of a childhood friend and an online guru."
s2523,TV Show,Inhuman Resources,Ziad Doueiri,1,"Eric Cantona, Suzanne Clément, Alex Lutz, Gustave Kervern, Alice de Lencquesaing, Louise Coldefy, Nicolas Martinez, Adama Niane",8,"Crime TV Shows, International TV Shows, TV Dramas",3,Crime TV Shows,2020,2020-05-15,TV-MA,adults,1.0,season,France,"Alain Delambre, unemployed and 57, is lured by an attractive job opening. But things get ugly when he realizes he’s a pawn in a cruel corporate game."
s2524,TV Show,Madam Secretary,unknown,0,"Téa Leoni, Tim Daly, Bebe Neuwirth, Zeljko Ivanek, Erich Bergen, Patina Miller, Geoffrey Arend, Kathrine Herzer, Evan Roe, Wallis Currie-Wood",10,TV Dramas,1,TV Dramas,2019,2020-05-15,TV-PG,teens,6.0,seasons,United States,"When a highly capable woman becomes secretary of state, she struggles to find balance between the demands of world politics and those of her family."
s2525,TV Show,Magic for Humans,unknown,0,Justin Willman,1,"Reality TV, TV Comedies",2,Reality TV,2020,2020-05-15,TV-14,not rated,3.0,seasons,United States,"From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs."
s2526,TV Show,Parasyte: The Maxim,unknown,0,"Nobunaga Shimazaki, Aya Hirano, Kana Hanazawa, Kiyono Yasuno, Rena Maeda, Miyuki Sawashiro, Hiroyuki Yoshino, Atsuko Tanaka",8,"Anime Series, International TV Shows, TV Horror",3,Anime Series,2014,2020-05-15,TV-MA,adults,1.0,season,Japan,"A teenager battles an onslaught of parasites from space with help from Migi, a docile parasitic creature that's taken over his right hand."
s2527,TV Show,She-Ra and the Princesses of Power,unknown,0,"Aimee Carrero, AJ Michalka, Marcus Scribner, Karen Fukuhara, Reshma Shetty, Lorraine Toussaint, Keston John, Lauren Ash, Christine Woods, Morla Gorrondona, Antony Del Rio, Dana Davis, Grey Griffin, Genesis Rodriguez, Jordan Fisher, Vella Lovell, Merit Leighton, Sandra Oh, Krystal Joy Brown",19,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",3,Kids' TV,2020,2020-05-15,TV-Y7,kids,5.0,seasons,United States,"Soldier Adora finds a magic sword – and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde."
s2528,TV Show,Sleepless Society: Two Pillows & A Lost Soul,Sivaroj Kongsakul,1,"Numthip Jongrachatawiboon, Vorarit Fuangarom, Bhumibhat Thavornsiri, Thanongsak Suphakan, Kanjanaporn Plodpai, Tosatid Darnkhuntod, Boonsong Nakphoo, Arachaporn Pokinpakorn, Annita Sarucha, Chidsanupong Sakulnuntipat, Nisawan Silpapearsue, Porntip Tipsiri, Thana Srisuke",13,"Crime TV Shows, International TV Shows, TV Dramas",3,Crime TV Shows,2020,2020-05-15,TV-MA,adults,1.0,season,Thailand,A motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body.
s2529,TV Show,Strangers from Hell,unknown,0,"Lee Dong-wook, Im Si-wan, Lee Jung-eun, Lee Hyun-wook, Park Jong-hwan, Lee Joong-ok, Ahn Eun-jin",7,"International TV Shows, Korean TV Shows, TV Horror",3,International TV Shows,2019,2020-05-15,TV-MA,adults,1.0,season,South Korea,Unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors.
s2530,TV Show,The Wiggles,unknown,0,"Anthony Field, Lachlan Gillespie, Simon Pryce, Emma Watkins, Paul Paddick",5,Kids' TV,1,Kids' TV,2015,2020-05-15,TV-Y,kids,2.0,seasons,Australia,"The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures."
s2531,TV Show,White Lines,unknown,0,"Laura Haddock, Nuno Lopes, Marta Milans, Laurence Fox, Daniel Mays, Angela Griffin, Juan Diego Botto, Pedro Casablanc, Belén López, Barry Ward, Tom Rhys Harries",11,"British TV Shows, Crime TV Shows, International TV Shows",3,British TV Shows,2020,2020-05-15,TV-MA,adults,1.0,season,"United Kingdom, Spain","Zoe Walker leaves her quiet life behind to investigate her brother's disappearance in Ibiza, where she quickly heads down a decadent and dangerous path."
s2532,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq",2,"Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",8,"Dramas, International Movies, Romantic Movies",3,Dramas,2018,2020-05-14,TV-14,not rated,109.0,min,Indonesia,"At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea."
